Name,Colecao,Estante,Grupo,Genero,Subgenero,AnoPublicacao,Origem,Escritor,GeneroEscritor,Editora,Etiqueta,Formato,Status,Meta,ClubeLivro,DataClube,TotalPagina,Capa,DataInicio,DataFim,,,,,,,,,,,,,,
A Volta Ao Mundo Em 80 Dias,Viagens Extraordinárias,Livro,Ficção,Aventura,Aventura Exploratória,1872,França,Jules Verne,Masculino,Zahar,Desejado,-,Quero Ler,,,,240,https://m.media-amazon.com/images/I/91fGp3oxx9L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Peregrino,,Livro,Ficção,Aventura,Aventura Histórica,1678,Reino Unido,John Bunyan,Masculino,Jardim dos Livros,Desejado,-,Quero Ler,,,,244,https://m.media-amazon.com/images/I/91XGaFpHkXL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Lobo Do Mar,,Livro,Ficção,Aventura,Aventura Marítima,1904,Estados Unidos,Jack London,Masculino,Zahar,Desejado,-,Quero Ler,,,,456,https://m.media-amazon.com/images/I/81y145TxFHL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Ser É O Nada,,Livro,Não Ficção,Filosofia,Ontológica,1943,França,Jean-Paul Sartre,Masculino,Vozes,Desejado,-,Quero Ler,,,,832,-,,,,,,,,,,,,,,,,
A Ideia De Justiça,,Livro,Não Ficção,Filosofia,Política,2009,Índia,Amartya Sen,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,496,https://m.media-amazon.com/images/I/71oxpSNJF-L._SL1500_.jpg,,,,,,,,,,,,,,,,
Corações Sujos,,Livro,Não Ficção,Biografia,Relato,2000,Brasil,Fernando Morais,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,352,https://m.media-amazon.com/images/I/91STVWfVhwL._SL1500_.jpg,,,,,,,,,,,,,,,,
Enterrem Meu Coração Na Curva Do Rio,,Livro,Não Ficção,Biografia,Relato,1970,Estados Unidos,Dee Brown,Masculino,L&PM,Desejado,-,Quero Ler,,,,464,https://m.media-amazon.com/images/I/91+yckIGxgL._SL1500_.jpg,,,,,,,,,,,,,,,,
Nós: O Atlântico Em Solitário,,Livro,Não Ficção,Biografia,Relato,2023,Brasil,Tamara Klink,Feminino,Companhia das Letras,Tenho,EPUB,Quero Ler,,,,257,https://m.media-amazon.com/images/I/91Z4coHQt9L._SL1500_.jpg,,,,,,,,,,,,,,,,
Um Naturalista No Antropoceno,,Livro,Não Ficção,Biologia,Ecologia,2023,Brasil,Mauro Galetti,Masculino,Unesp,Tenho,EPUB,Lido,,,,184,https://m.media-amazon.com/images/I/71OEneApdJL._SL1500_.jpg,06/10/2025,11/10/2025,,,,,,,,,,,,,,
Piquenique Na Estrada,,Livro,Ficção,Científica,Alienígena,2017,Rússia,Boris Strugatsky,Masculino,Aleph,Desejado,-,Quero Ler,,,,256,https://m.media-amazon.com/images/I/91-KqfMLAEL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Guerra Dos Mundos,,Livro,Ficção,Científica,Alienígena,1898,Reino Unido,H. G. Wells,Masculino,Excelsior,Desejado,-,Quero Ler,,,,312,https://m.media-amazon.com/images/I/91r3rBPFgcS._SL1500_.jpg,,,,,,,,,,,,,,,,
O Problema Dos Três Corpos #1,O Problema dos Três Corpos,Livro,Ficção,Científica,Alienígena,2008,China,Cixin Liu,Masculino,Suma,Desejado,-,Quero Ler,,,,320,https://m.media-amazon.com/images/I/91GAPz2NW8L._SL1500_.jpg,,,,,,,,,,,,,,,,
Um Cântico Para Leibowitz,,Livro,Ficção,Científica,Apocalíptico,1959,Estados Unidos,Walter M. Miller Jr.,Masculino,Aleph,Desejado,-,Quero Ler,,,,464,https://m.media-amazon.com/images/I/71iJ5H1XQkL._SL1500_.jpg,,,,,,,,,,,,,,,,
Eu Sou A Lenda,,Livro,Ficção,Científica,Apocalíptico,1954,Estados Unidos,Richard Matheson,Masculino,Aleph,Desejado,-,Quero Ler,,,,384,https://m.media-amazon.com/images/I/91rccrIivLL._SL1500_.jpg,,,,,,,,,,,,,,,,
Cama de Gato,,Livro,Ficção,Científica,Cômica,1963,Estados Unidos,Kurt Vonnegut,Masculino,Aleph,Desejado,-,Quero Ler,,,,280,https://m.media-amazon.com/images/I/81vl7QzeT9L._SL1500_.jpg,,,,,,,,,,,,,,,,
Periféricos,,Livro,Ficção,Científica,Cyberpunk,2014,Canadá,William Gibson,Masculino,Aleph,Desejado,-,Quero Ler,,,,520,https://m.media-amazon.com/images/I/81H+6FMuvCL._SL1500_.jpg,,,,,,,,,,,,,,,,
Neuromancer #1,Sprawl ,Livro,Ficção,Científica,Cyberpunk,1984,Canadá,William Gibson,Masculino,Aleph,Desejado,-,Quero Ler,,,,320,https://m.media-amazon.com/images/I/91Bx5ilP+EL._SL1500_.jpg,,,,,,,,,,,,,,,,
Carbono Alterado #1,Carbono Alterado,Livro,Ficção,Científica,Cyberpunk,2002,Reino Unido,Richard Morgan,Masculino,Bertrand,Desejado,-,Quero Ler,,,,566,https://m.media-amazon.com/images/I/91i+ryZn79L._SL1500_.jpg,,,,,,,,,,,,,,,,
Máquina De Armas,,Livro,Ficção,Científica,Cyberpunk,2014,Reino Unido,Warren Ellis,Masculino,Novo Século,Desejado,-,Quero Ler,,,,312,https://m.media-amazon.com/images/I/61WPJYMesaL._SL1000_.jpg,,,,,,,,,,,,,,,,
Laranja Mecânica,,Livro,Ficção,Científica,Distopia,1962,Reino Unido,Anthony Burgess,Masculino,Aleph,Desejado,-,Quero Ler,,,,253,https://m.media-amazon.com/images/I/61HgbCkcz4L._SL1145_.jpg,,,,,,,,,,,,,,,,
Kallocaína,,Livro,Ficção,Científica,Distopia,1940,Suécia,Karin Boye,Feminino,Aleph,Desejado,-,Quero Ler,,,,220,https://m.media-amazon.com/images/I/71U0PafTlZL._SL1500_.jpg,,,,,,,,,,,,,,,,
Encarcerados,,Livro,Ficção,Científica,Distopia,2018,Estados Unidos,John Scalzi,Masculino,Aleph,Desejado,-,Quero Ler,,,,328,https://m.media-amazon.com/images/I/81zWxQdDDVL._SL1500_.jpg,,,,,,,,,,,,,,,,
1q84 Livro 1,1Q84,Livro,Ficção,Científica,Distopia,2011,Japão,Haruki Murakami,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,432,https://m.media-amazon.com/images/I/719DzUaG+kL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Tacão De Ferro,,Livro,Ficção,Científica,Distopia,1907,Estados Unidos,Jack London,Masculino,Antígona,Desejado,-,Quero Ler,,,,1.445,https://m.media-amazon.com/images/I/91-D+6peKPL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Revolta De Atlas,,Livro,Ficção,Científica,Distopia,1957,Estados Unidos,Ayn Rand,Feminino,Arqueiro,Desejado,-,Quero Ler,,,,1.216,https://m.media-amazon.com/images/I/81lPeYIbhqL._SL1500_.jpg,,,,,,,,,,,,,,,,
Não Me Abandone Jamais,,Livro,Ficção,Científica,Distopia,2005,Japão,Kazuo Ishiguro,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,344,https://m.media-amazon.com/images/I/81tTyfmt1qL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Ano Do Dilúvio #2,MaddAddão,Livro,Ficção,Científica,Distopia,2009,Canadá,Margaret Atwood,Feminino,Rocco,Em análise ,-,Quero Ler,,,,472,https://m.media-amazon.com/images/I/71stjjlya3L._SL1241_.jpg,,,,,,,,,,,,,,,,
Maddaddão #3,MaddAddão,Livro,Ficção,Científica,Distopia,2013,Canadá,Margaret Atwood,Feminino,Rocco,Em análise ,-,Quero Ler,,,,448,https://m.media-amazon.com/images/I/81DoLnwuv8L._SL1500_.jpg,,,,,,,,,,,,,,,,
Oryx E Crake #1,MaddAddão,Livro,Ficção,Científica,Distopia,2003,Canadá,Margaret Atwood,Feminino,Rocco,Desejado,-,Quero Ler,,,,352,https://m.media-amazon.com/images/I/91UuEPmhzML._SL1500_.jpg,,,,,,,,,,,,,,,,
O Mundo De Rocannon,,Livro,Ficção,Científica,Fantasia Científica,1966,Estados Unidos,Ursula K. Le Guin,Feminino,-,Desejado,-,Quero Ler,,,,-,-,,,,,,,,,,,,,,,,
"O Outro Mundo, Ou Os Estados E Imperios Da Lua",,Livro,Ficção,Científica,Fantasia Científica,1657,França,Cyrano de Bergerac,Masculino,-,Desejado,-,Quero Ler,,,,-,-,,,,,,,,,,,,,,,,
Quinta Estação #1,A Terra Partida,Livro,Ficção,Científica,Fantasia Científica,2015,Estados Unidos,N. K. Jemisin,Feminino,Morro Branco,Desejado,-,Quero Ler,,,,560,https://m.media-amazon.com/images/I/81Qnzqi3XlL._SL1447_.jpg,,,,,,,,,,,,,,,,
O Homem Invisível,,Livro,Ficção,Científica,Fantasia Científica,1897,Reino Unido,H. G. Wells,Masculino,Zahar,Desejado,-,Quero Ler,,,,200,https://m.media-amazon.com/images/I/81h3bvau71L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Mundo Perdido,,Livro,Ficção,Científica,Sci-fi Hard,1912,Estados Unidos,Michael Crichton,Masculino,Aleph,Desejado,-,Quero Ler,,,,480,https://m.media-amazon.com/images/I/712G2pYF3xL._SL1500_.jpg,,,,,,,,,,,,,,,,
Jurassic Park,,Livro,Ficção,Científica,Sci-fi Hard,1990,Estados Unidos,Michael Crichton,Masculino,Aleph,Desejado,-,Quero Ler,,,,558,https://m.media-amazon.com/images/I/71rEptFqLyL._SL1500_.jpg,,,,,,,,,,,,,,,,
Desastre em Tritão #1,Aventuras o Sistema Solar Externo,Livro,Ficção,Científica,Sci-fi Hard,2024,Alemanha,Brandon. Q. Morris,Masculino,INDEPENDENTE,Desejado,-,Quero Ler,,,,324,https://m.media-amazon.com/images/I/61BvHtfNcDL._SL1500_.jpg,,,,,,,,,,,,,,,,
Guerra Do Velho #1,Guerra do Velho,Livro,Ficção,Científica,Sci-fi Militar,2005,Estados Unidos,John Scalzi,Masculino,Aleph,Desejado,-,Quero Ler,,,,357,https://m.media-amazon.com/images/I/71qYuQsuiUL._SL1145_.jpg,,,,,,,,,,,,,,,,
Guerra sem Fim,,Livro,Ficção,Científica,Sci-fi Militar,1974,Estados Unidos,Joe Haldeman,Masculino,Aleph,Desejado,-,Quero Ler,,,,354,https://m.media-amazon.com/images/I/71z7uUCNhXL._SL1145_.jpg,,,,,,,,,,,,,,,,
As Vidas De Billy Milligan,,Livro,Ficção,Científica,Sci-fi Psicologico,1978,Estados Unidos,Daniel Keyes,Masculino,Aleph,Desejado,-,Quero Ler,,,,480,https://m.media-amazon.com/images/I/81duldKE29L._SL1500_.jpg,,,,,,,,,,,,,,,,
Sally Cinco,,Livro,Ficção ,Científica,Sci-fi Psicologico,1980,Estados Unidos ,Daniel Keyes,Masculino ,Aleph ,Desejado,-,Quero Ler,,,,376,https://m.media-amazon.com/images/I/71MAHelmY+L._AC_SL1500_.jpg,,,,,,,,,,,,,,,,
O Homem Duplo,,Livro,Ficção,Científica,Realidade Alternativa,1977,Estados Unidos,Philip K. Dick,Masculino,Aleph,Desejado,-,Quero Ler,,,,360,https://m.media-amazon.com/images/I/71eKr5GXgRL._SL1000_.jpg,,,,,,,,,,,,,,,,
"Fluam, Minhas Lágrimas, Disse O Policial",,Livro,Ficção,Científica,Realidade Alternativa,1974,Estados Unidos,Philip K. Dick,Masculino,Aleph,Desejado,-,Quero Ler,,,,264,https://m.media-amazon.com/images/I/71KXOKD5g+L._SL1000_.jpg,,,,,,,,,,,,,,,,
Olho No Céu,,Livro,Ficção,Científica,Realidade Alternativa,2023,Estados Unidos,Philip K. Dick,Masculino,Aleph,Desejado,-,Quero Ler,,,,295,https://m.media-amazon.com/images/I/81hB5xF7x0L._SL1500_.jpg,,,,,,,,,,,,,,,,
Valis,,Livro,Ficção,Científica,Realidade Alternativa,1981,Estados Unidos,Philip K. Dick,Masculino,Aleph,Desejado,-,Quero Ler,,,,254,https://m.media-amazon.com/images/I/81QgMTlCWZL._SL1500_.jpg,,,,,,,,,,,,,,,,
Sonhos Elétricos,,Livro,Ficção,Científica,Realidade Alternativa,1977,Estados Unidos,Philip K. Dick,Masculino,Aleph,Desejado,-,Quero Ler,,,,266,https://m.media-amazon.com/images/I/91c7lNk4gaL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Invenção De Morel,,Livro,Ficção,Científica,Realidade Alternativa,1940,Argentina,Adolfo Bioy Casares,Masculino,Biblioteca Azul,Desejado,-,Quero Ler,,,,112,https://m.media-amazon.com/images/I/A1McygfB4iS._SL1500_.jpg,,,,,,,,,,,,,,,,
Donnie Darko,,Livro,Ficção,Científica,Realidade Alternativa,2001,Estados Unidos,Richard Kelly,Masculino,DarkSide,Desejado,-,Quero Ler,,,,176,https://darkside.vtexassets.com/arquivos/ids/167131/89-donnie-darko-0.jpg?v=636802491153070000,,,,,,,,,,,,,,,,
Jogador Número Dois,,Livro,Ficção,Científica,Realidade Alternativa,2001,Estados Unidos,Ernest Cline,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,505,https://m.media-amazon.com/images/I/812fjykyVPL._SL1500_.jpg,,,,,,,,,,,,,,,,
Jogador Número Um,,Livro,Ficção,Científica,Realidade Alternativa,2011,Estados Unidos,Ernest Cline,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,523,https://m.media-amazon.com/images/I/71y-4dpFyHL._SL1500_.jpg,,,,,,,,,,,,,,,,
Metrópoles,,Livro,Ficção,Científica,Robô,1926,Alemanha,Thea von Harbou,Masculino,Aleph,Desejado,-,Quero Ler,,,,416,https://m.media-amazon.com/images/I/61XA4OLflKL._SL1000_.jpg,,,,,,,,,,,,,,,,
O Homem Bicentenário,,Livro,Ficção,Científica,Robô,1976,Estados Unidos,Isaac Asimov,Masculino,Aleph,Desejado,-,Quero Ler,,,,160,https://m.media-amazon.com/images/I/71+RQup+FUL._SL1500_.jpg,,,,,,,,,,,,,,,,
As Cavernas De Aço #1,Série dos Robôs,Livro,Ficção,Científica,Robô,1953,Estados Unidos,Isaac Asimov,Masculino,Aleph,Desejado,-,Quero Ler,,,,304,https://m.media-amazon.com/images/I/714RAVDEBmL._SL1214_.jpg,,,,,,,,,,,,,,,,
R.U.R: Os Robôs Universais De Rossum,,Livro,Ficção,Científica,Robô,1920,República Tcheca,Karel Čapek,Masculino,Aleph,Desejado,-,Quero Ler,,,,258,https://m.media-amazon.com/images/I/71OS5m4GduL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Mão Esquerda Da Escuridão,,Livro,Ficção,Científica,Sci-fi Soft,1969,Estados Unidos,Ursula K. Le Guin,Feminino,Aleph,Desejado,-,Quero Ler,,,,304,https://m.media-amazon.com/images/I/71-g0eKZDtS._SL1000_.jpg,,,,,,,,,,,,,,,,
O Cair Da Noite,,Livro,Ficção,Científica,Sci-fi Soft,1941,Estados Unidos,Isaac Asimov,Masculino,Aleph,Desejado,-,Quero Ler,,,,144,https://m.media-amazon.com/images/I/71gE5DZuAaL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Despossuídos,,Livro,Ficção,Científica,Sci-fi Soft,1974,Estados Unidos,Ursula K. Le Guin,Feminino,Aleph,Desejado,-,Quero Ler,,,,384,https://m.media-amazon.com/images/I/71imcp7lpuL._SL1000_.jpg,,,,,,,,,,,,,,,,
Um Estranho Numa Terra Estranha,,Livro,Ficção,Científica,Sci-fi Soft,1961,Estados Unidos,Robert A. Heinlein,Masculino,Aleph,Desejado,-,Quero Ler,,,,576,https://m.media-amazon.com/images/I/81EwU6xhkDL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Máquina Diferencial,,Livro,Ficção,Científica,Steampunk,1990,Canadá,William Gibson,Masculino,Aleph,Desejado,-,Quero Ler,,,,512,https://m.media-amazon.com/images/I/91+tHyQ2VdL._SL1500_.jpg,,,,,,,,,,,,,,,,
Máquinas Mortais #1,Cidades Famintas,Livro,Ficção,Científica,Steampunk,2003,Reino Unido,Philip Reeve,Masculino,Novo Século,Desejado,-,Quero Ler,,,,280,https://m.media-amazon.com/images/I/91y2OzkdE8L._SL1500_.jpg,,,,,,,,,,,,,,,,
As Fontes Do Paraiso,,Livro,Ficção,Científica,Viagem Espacial,1979,Reino Unido,Arthur C. Clarke,Masculino,Aleph,Desejado,-,Quero Ler,,,,352,https://m.media-amazon.com/images/I/71-KlvVcVGL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Cidade e as Estrelas,,Livro,Ficção,Científica,Viagem Espacial,1956,Reino Unido,Arthur C. Clarke,Masculino,Aleph,Desejado,-,Quero Ler,,,,220,https://m.media-amazon.com/images/I/7140fmJt-LL._SL1500_.jpg,,,,,,,,,,,,,,,,
As Correntes Do Espaço #1,Império Galático,Livro,Ficção,Científica,Viagem Espacial,1952,Estados Unidos,Isaac Asimov,Masculino,Aleph,Desejado,-,Quero Ler,,,,304,https://m.media-amazon.com/images/I/71nqNNeTQHL._SL1500_.jpg,,,,,,,,,,,,,,,,
Justiça Ancilar #1,Império Radch,Livro,Ficção,Científica,Viagem Espacial,2013,Estados Unidos,Ann Leckie,Feminino,Aleph,Desejado,-,Quero Ler,,,,433,https://m.media-amazon.com/images/I/71ZVZ14Z5QL._SL1000_.jpg,,,,,,,,,,,,,,,,
Solaris,,Livro,Ficção,Científica,Viagem Espacial,1961,Ucrânia,Stanislaw Lem,Masculino,Aleph,Desejado,-,Quero Ler,,,,287,https://m.media-amazon.com/images/I/81+zlrAod7L._SL1500_.jpg,,,,,,,,,,,,,,,,
Duna #1,DUNA,Livro,Ficção,Científica,Viagem Espacial,1965,Estados Unidos,Frank Herbert,Masculino,Aleph,Desejado,-,Quero Ler,,,,883,https://m.media-amazon.com/images/I/817WfcVZakL._SL1500_.jpg,,,,,,,,,,,,,,,,
Irmandade De Duna #1,Escolas de DUNA,Livro,Ficção,Científica,Viagem Espacial,2024,Estados Unidos,Kevin J. Anderson,Masculino,Aleph,Desejado,-,Quero Ler,,,,640,https://m.media-amazon.com/images/I/81n2atEyfdL._SL1500_.jpg,,,,,,,,,,,,,,,,
Poeira Lunar,,Livro,Ficção,Científica,Viagem Espacial,1961,Reino Unido,Arthur C. Clarke,Masculino,Aleph,Desejado,-,Quero Ler,,,,312,https://m.media-amazon.com/images/I/917KvhLvPEL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Jardim De Rama #3,Rama,Livro,Ficção,Científica,Viagem Espacial,1991,Reino Unido,Arthur C. Clarke,Masculino,Europa-América,Desejado,-,Quero Ler,,,,432,-,,,,,,,,,,,,,,,,
A Revelação De Rama #4,Rama,Livro,Ficção,Científica,Viagem Espacial,1993,Reino Unido,Arthur C. Clarke,Masculino,Europa-América,Desejado,-,Quero Ler,,,,488,-,,,,,,,,,,,,,,,,
Matadouro-Cinco,,Livro,Ficção,Científica,Viagem Espacial,1969,Estados Unidos,Kurt Vonnegut,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,288,https://m.media-amazon.com/images/I/81YolfjA-TL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Enigma De Rama #2,Rama,Livro,Ficção,Científica,Viagem Espacial,1989,Reino Unido,Arthur C. Clarke,Masculino,Nova Fronteira,Desejado,-,Quero Ler,,,,485,-,,,,,,,,,,,,,,,,
2061: Uma Odisséia No Espaço #3,Uma Odisseia no Espaço,Livro,Ficção,Científica,Viagem Espacial,1987,Reino Unido,Arthur C. Clarke,Masculino,Nova Fronteira,Desejado,-,Quero Ler,,,,243,-,,,,,,,,,,,,,,,,
3001: A Odisséia Final #4,Uma Odisseia no Espaço,Livro,Ficção,Científica,Viagem Espacial,1997,Reino Unido,Arthur C. Clarke,Masculino,Nova Fronteira,Desejado,-,Quero Ler,,,,297,-,,,,,,,,,,,,,,,,
A Viagem Ao Centro Da Terra,Viagens Extraordinárias,Livro,Ficção,Aventura,Aventura Exploratória,1864,França,Jules Verne,Masculino,Zahar,Tenho,Físico,Quero Ler,,,,240,https://m.media-amazon.com/images/I/A1s+6nCSdmL._SL1500_.jpg,,,,,,,,,,,,,,,,
Da Terra a Lua #1,Guns Club Baltimore,Livro,Ficção,Científica,Viagem Espacial,1865,França,Jules Verne,Masculino,Aleph,Tenho,Físico,Quero Ler,2025,,,287,https://m.media-amazon.com/images/I/71nKq-EXhtL._SL1500_.jpg,,,,,,,,,,,,,,,,
As Crônicas Marcianas,,Livro,Ficção,Científica,Viagem Espacial,1950,Estados Unidos,Ray Bradbury,Masculino,Biblioteca Azul,Desejado,-,Quero Ler,,,,296,https://m.media-amazon.com/images/I/517y0pYro4L._SL1498_.jpg,,,,,,,,,,,,,,,,
O Tempo Em Marte,,Livro,Ficção,Científica,Viagem Espacial,2020,Estados Unidos,Philip K. Dick,Masculino,Aleph,Desejado,-,Quero Ler,,,,348,https://m.media-amazon.com/images/I/91I4mTrvJrL._SL1500_.jpg,,,,,,,,,,,,,,,,
Recursão,,Livro,Ficção,Científica,Viagem no Tempo,2019,Estados Unidos,Blake Crouch,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,379,https://m.media-amazon.com/images/I/81sKbyObEuL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Máquina Do Tempo,,Livro,Ficção,Científica,Viagem no Tempo,1895,Reino Unido,H. G. Wells,Masculino,Zahar,Desejado,-,Quero Ler,,,,200,https://m.media-amazon.com/images/I/A1aOaCP0JJL._SL1500_.jpg,,,,,,,,,,,,,,,,
Dívida de Honra,,Livro,Ficção,Drama,Faroeste,1994,Estados Unidos,Tom Clancy,Masculino,-,Desejado,-,Quero Ler,,,,776,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTqBDbcP_qg3E27y27hbk1EV-OLoQMKS-rrm1b0Bf6rUV0FwbCY,,,,,,,,,,,,,,,,
Meridiano de Sangue,,Livro,Ficção,Drama,Faroeste,1985,Estados Unidos,Cormac McCarthy,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,433,https://m.media-amazon.com/images/I/81l9YjSwtiL._SL1500_.jpg,,,,,,,,,,,,,,,,
Bravura Indômita,,Livro,Ficção,Drama,Faroeste,2011,Estados Unidos,Charles Portis ,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,192,https://m.media-amazon.com/images/I/91yEXD4LULL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Último Teorema De Fermat,,Livro,Não Ficção,Matemática,Teoria dos Números,1997,Reino Unido,Simon Singh,Masculino,BestBolso,Desejado,-,Quero Ler,,,,378,https://m.media-amazon.com/images/I/81Dd+4kHBtL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Sinal E O Ruído,,Livro,Não Ficção,Estatística,Modelagem de Dados,2012,Estados Unidos,Nate Silver,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,743,https://m.media-amazon.com/images/I/41vAsVoaqcL._SY445_SX342_PQ91_.jpg,,,,,,,,,,,,,,,,
A Colher Que Desaparece,,Livro,Não Ficção,Química,Tabela Periódica,2011,Estados Unidos,Sam Kean,Masculino,Zahar,Desejado,-,Quero Ler,,,,376,https://m.media-amazon.com/images/I/81coGHdgdRL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Andar Do Bêbado,,Livro,Não Ficção,Estatística,Probabilidade,2008,Estados Unidos,Leonard Mlodinow,Masculino,Zahar,Desejado,-,Quero Ler,,,,324,https://m.media-amazon.com/images/I/81HhFIyG1iL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Filhos De Húrin,,Livro,Ficção,Fantasia,Alta Fantasia,2007,África do Sul,J.R.R. Tolkien,Masculino,HarperCollins,Desejado,-,Quero Ler,,,,288,https://m.media-amazon.com/images/I/91tO3AZhkcL._SL1500_.jpg,,,,,,,,,,,,,,,,
Beren E Lúthien,,Livro,Ficção,Fantasia,Alta Fantasia,2017,África do Sul,J.R.R. Tolkien,Masculino,HarperCollins,Desejado,-,Quero Ler,,,,368,https://m.media-amazon.com/images/I/81XoKNXIkZL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Guerra Da Papoula #1,A Guerra da Papoula,Livro,Ficção,Fantasia,Alta Fantasia,2018,China,R. F. Kuang,Feminino,Intrínseca,Desejado,-,Quero Ler,,,,627,https://m.media-amazon.com/images/I/613YunBw8yL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Guerra Dos Tronos #1,As Crônicas de Gelo e Fogo,Livro,Ficção,Fantasia,Alta Fantasia,1996,Estados Unidos,George R. R. Martin,Masculino,LeYa,Desejado,-,Quero Ler,,,,1.186,https://m.media-amazon.com/images/I/91+1SUO3vUL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Cavaleiro Dos Sete Reinos,,Livro,Ficção,Fantasia,Alta Fantasia,1998,Estados Unidos,George R. R. Martin,Masculino,LeYa,Desejado,-,Quero Ler,,,,400,https://m.media-amazon.com/images/I/61bFwnRaV1L._SL1200_.jpg,,,,,,,,,,,,,,,,
Fogo & Sangue #1,A Casa do Dragão,Livro,Ficção,Fantasia,Alta Fantasia,2018,Estados Unidos,George R. R. Martin,Masculino,Suma,Desejado,-,Quero Ler,,,,1.029,https://m.media-amazon.com/images/I/818yNY0mMZL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Último Desejo #1,The Witcher,Livro,Ficção,Fantasia,Alta Fantasia,1993,Polônia,Andrzej Sapkowski,Masculino,WMF Martins Fontes,Desejado,-,Quero Ler,,,,318,https://m.media-amazon.com/images/I/618iEKbcBDL._SL1243_.jpg,,,,,,,,,,,,,,,,
Star Wars,,Livro,Ficção,Fantasia,Fantasia Épica,-,Estados Unidos,George Lucas,Masculino,DarkSide,Desejado,-,Quero Ler,,,,528,https://darkside.vtexassets.com/arquivos/ids/198670/13-2-star-wars-a-trilogia-0.jpg?v=638742962554470000,,,,,,,,,,,,,,,,
Renascença #1,Assassin’s Creed,Livro,Ficção,Fantasia,Fantasia Histórica,2009,Reino Unido,Anton Gill,Masculino,Galera,Desejado,-,Quero Ler,,,,461,https://m.media-amazon.com/images/I/81QT-X+RyjL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Pistoleiro #1,A Torre Negra,Livro,Ficção,Fantasia,Fantasia de Faroeste,1982,Estados Unidos,Stephen King,Masculino,Suma,Desejado,-,Quero Ler,,,,262,https://m.media-amazon.com/images/I/81xwdMLYz2L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Arqueiro #1,A Busca do Graal,Livro,Ficção,Histórica,Guerra dos Cem Anos,2003,Reino Unido,Bernard Cornwell,Masculino,Record,Tenho,Físico,Quero Ler,2025,,,442,https://m.media-amazon.com/images/I/91QFvvfWcAL._SL1500_.jpg,,,,,,,,,,,,,,,,
Vlad: A Última Confissão,,Livro,Ficção,Fantasia,Fantasia Mitológica,2023,Canadá,C. C. Humphreys,Masculino,Record,Desejado,-,Quero Ler,,,,462,https://m.media-amazon.com/images/I/91jqmTf+YPL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Homens Que Não Amavam As Mulheres #1,Millennium,Livro,Ficção,Fantasia,Fantasia Urbana,2005,Suécia,Stieg Larsson,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,526,https://m.media-amazon.com/images/I/81579EnlSvL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Jardim Secreto,,Livro,Ficção,Fantasia,,1911,Reino Unido,Frances Hodgson Burnett,Feminino,DarkSide,Desejado,-,Quero Ler,,,,288,https://m.media-amazon.com/images/I/61EERnVHUFL._SL1000_.jpg,,,,,,,,,,,,,,,,
A Rainha Do Ignoto,,Livro,Ficção,Fantasia,,1899,Brasil,Emilia Freitas,Feminino,Editora 106,Desejado,-,Quero Ler,,,,353,https://m.media-amazon.com/images/I/71mEV23vtBL._SL1280_.jpg,,,,,,,,,,,,,,,,
